FID	OBJECTID	SYSTEMSTOP	STREET	CROSS_ST	DIR	POS	ROUTESSTPG	OWLROUTES	CITY	STATUS	PUBLIC_NAM	POINT_X	POINT_Y
530	782	16103	ROOSEVELT	LOOMIS	EB	FS	12	 	CHICAGO	1	Roosevelt & Loomis	-87.66133342	41.86681081
531	783	12988	59TH STREET	HALSTED	EB	NS	59	 	CHICAGO	1	59th Street & Halsted	-87.64510503	41.78695303
532	784	15196	55TH STREET	LARAMIE	EB	FS	"55A,55N"	 	CHICAGO	1	55th Street & Laramie	-87.75213895	41.79282341
533	785	1292	FULLERTON	MELVINA	EB	NS	74	 	CHICAGO	1	Fullerton & Melvina	-87.78061594	41.923692
534	786	7733	PERSHING	KING DRIVE	EB	NS	39	 	CHICAGO	1	Pershing & King Drive	-87.61735023	41.82375464
535	787	12459	119TH STREET	WENTWORTH	EB	NS	119	 	CHICAGO	1	119th Street & Wentworth	-87.62756892	41.67791639
536	788	902	NORTH AVENUE	ASHLAND	EB	NS	72	 	CHICAGO	1	North Ave & Ashland	-87.66787773	41.91055657
537	789	3488	95TH STREET	LEAVITT	EB	NS	95	 	CHICAGO	1	95th Street & Leavitt	-87.67735639	41.72088921
538	790	9675	LAWRENCE	AUSTIN	EB	FS	"81W,91"	 	CHICAGO	1	Lawrence & Austin/Mason	-87.77692805	41.96758666
539	791	11314	MONTROSE	MENARD	EB	NS	78	 	CHICAGO	1	Montrose & Menard	-87.772252	41.960354
540	792	15413	35TH STREET	WALLACE	EB	FS	35	 	CHICAGO	1	35th Street & Wallace	-87.64096854	41.83075094
541	793	12402	111TH STREET	BELL	EB	NS	112	 	CHICAGO	1	111th Street & Bell	-87.67768896	41.69174656
542	794	12073	LUNT	WESTERN	WB	NS	96	 	CHICAGO	1	Lunt & Western	-87.68995666	42.00865641
543	795	6361	CLINTON	JACKSON	SB	NS	"7,60,126,157"	N60	CHICAGO	1	Clinton & Jackson	-87.641151	41.87814
544	796	14203	OGDEN	TAYLOR	NEB	NS	12	 	CHICAGO	1	Ogden & Taylor	-87.68084431	41.86893197
545	797	14806	FOSTER	KOSTNER	WB	FT	92	 	CHICAGO	1	Foster & Kostner	-87.73821147	41.97548307
546	798	12489	ADDISON	MELVINA	EB	NS	152	 	CHICAGO	1	Addison & Melvina	-87.781482	41.94566
547	799	6189	ASHLAND	GARFIELD (north leg)	NB	FS	"9,X9"	N9	CHICAGO	1	Ashland & Garfield	-87.66443238	41.79414887
548	800	11279	KIMBALL	MONTROSE	NB	NS	82	 	CHICAGO	1	Kimball & Montrose	-87.713061	41.961042
549	801	14578	WESTERN	59TH STREET	SB	FS	"49,X49"	N49	CHICAGO	1	Western & 59th Street	-87.68396369	41.78628904
550	802	12292	103RD STREET	MICHIGAN	WB	NS	106	 	CHICAGO	1	103rd Street & Michigan	-87.62004118	41.70728631
551	803	9350	BELMONT	HARLEM	WB	NS	77	N77	CHICAGO	1	Belmont & Harlem	-87.8064702	41.93806847
552	804	4129	ARMITAGE	KOSTNER	WB	NS	73	 	CHICAGO	1	Armitage & Kostner	-87.7361722	41.91710939
553	805	124	JACKSON	KEDZIE	WB	FS	126	 	CHICAGO	1	Jackson & Kedzie	-87.70627812	41.87739519
554	806	2624	79TH STREET	KENWOOD	WB	NS	79	N79	CHICAGO	1	79th Street & Kenwood	-87.59174129	41.75148299
555	807	1263	FULLERTON	KILBOURN	WB	NS	74	 	CHICAGO	1	Fullerton & Kilbourn	-87.73891406	41.92441912
556	808	15830	CHICAGO	MENARD (west leg)	WB	FS	66	 	CHICAGO	1	Chicago & Menard	-87.77060918	41.89484992
557	809	4542	55TH STREET	CICERO	WB	FS	"55A,55N"	 	CHICAGO	1	55th Street & Cicero	-87.74265033	41.79318729
558	810	15159	103RD STREET	WENTWORTH	WB	FS	103	 	CHICAGO	1	103rd Street & Wentworth	-87.62867585	41.70716371
559	811	4110	ARMITAGE	CALIFORNIA	WB	NS	73	 	CHICAGO	1	Armitage & California	-87.69703407	41.91755296
560	812	14981	ROOSEVELT	CALIFORNIA	WB	FS	12	 	CHICAGO	1	Roosevelt & California	-87.69620946	41.86660599
561	813	7996	43RD STREET	DREXEL	WB	FS	43	 	CHICAGO	1	43rd Street & Drexel	-87.6045865	41.81689898
562	814	2979	95TH STREET	ST. LAWRENCE	WB	NS	"N5,95,100,115"	N5	CHICAGO	1	95th Street & St. Lawrence	-87.60922056	41.72207767
563	815	12428	119TH STREET	LOOMIS	WB	NS	119	 	CHICAGO	1	119th Street & Loomis	-87.65638638	41.67766994
564	816	2865	115TH STREET	WATKINS/WOOD	WB	NS	111	 	CHICAGO	1	115th Street & Watkins	-87.6660827	41.68479439
565	817	15930	IRVING PARK	FREMONT	WB	NT	"80,X9"	 	CHICAGO	1	Irving Park & Fremont	-87.65200368	41.95459923
566	818	132	JACKSON	KARLOV	WB	FS	126	 	CHICAGO	1	Jackson & Karlov	-87.72819551	41.87710765
567	819	615	CHICAGO	SANGAMON (west leg)	WB	NS	66	N66	CHICAGO	1	Chicago & Sangamon	-87.65170798	41.89639185
568	820	11410	MONTROSE	LINDER	WB	NS	78	 	CHICAGO	1	Montrose & Linder	-87.76465123	41.96063475
569	821	9529	87TH STREET	KOSTNER (east leg)	WB	NS	87	 	CHICAGO	1	87th Street & Kostner	-87.7309976	41.73479831
570	444	12469	ADDISON	FOREST PRESERVE AVENUE	EB	NS	152	 	CHICAGO	1	Addison & Forest Preserve Avenue	-87.8256147	41.9450165
571	445	15787	87TH STREET	ASHLAND	EB	FS	87	N87	CHICAGO	1	87th Street & Ashland	-87.662562	41.73567553
572	446	7798	PERSHING	KEDZIE	EB	NS	39	 	CHICAGO	1	Pershing & Kedzie	-87.70463903	41.82252159
573	447	12238	106TH STREET	AVENUE O	EB	NS	"26,100"	 	CHICAGO	1	106th Street & Avenue O	-87.54024857	41.70267921
574	448	3742	LAWRENCE	HAMLIN	EB	NS	81	N81	CHICAGO	1	Lawrence & Hamlin	-87.72324927	41.96819794
575	449	9374	87TH STREET	LAWNDALE	EB	NT	87	 	EVERGREEN PARK	1	87th Street & Lawndale	-87.71419424	41.73487145
576	450	14056	CLARK	HOWARD	SB	FS	"22,97,201,205,206"	N22	CHICAGO	1	Clark & Howard	-87.67632528	42.01918517
577	451	10252	CICERO	BLUE LINE (FOREST PARK)	SB	MB	54	 	CHICAGO	1	Cicero Blue Line Station	-87.74506329	41.87161396
578	452	510	CHICAGO	AUSTIN	SB	TERM	66	 	CHICAGO	1	Chicago & Austin Terminal	-87.77484321	41.89492553
579	453	2537	COTTAGE GROVE	37TH STREET	SB	NS	4	N4	CHICAGO	1	Cottage Grove & 37th Street	-87.60896572	41.82782908
580	454	5476	MILWAUKEE	ARMITAGE	SEB	NS	56	 	CHICAGO	1	Milwaukee & Armitage	-87.688968	41.917707
581	455	5209	JEFFERY	67TH STREET	SB	FS	"J14,15"	 	CHICAGO	1	Jeffery & 67th Street	-87.57657823	41.77315424
582	456	5790	HALSTED	MILWAUKEE/GRAND	SB	NS	"8,132"	 	CHICAGO	1	Halsted & Milwaukee/Grand (Blue Line)	-87.64770866	41.89145555
583	457	1494	LINCOLN	BRYN MAWR	NWB	NS	11	 	CHICAGO	1	Lincoln & Bryn Mawr	-87.6947361	41.98304912
584	458	4517	ARCHER	LAVERGNE	SWB	NS	"62,62H"	 	CHICAGO	1	Archer & Lavergne	-87.74767867	41.79805927
585	459	6091	ASHLAND	57TH STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 57th Street	-87.66463315	41.79045553
586	460	5995	ASHLAND	IRVING PARK	SB	FS	"9,X9"	 	CHICAGO	1	Ashland & Irving Park	-87.66917232	41.95409096
587	461	1	JACKSON	AUSTIN	NEB	TERM	126	 	CHICAGO	1	Jackson & Austin Terminal	-87.77410482	41.87632184
588	462	1846	CLARK	NORTH AVENUE	SB	NS	"22,36"	N22	CHICAGO	1	Clark & North Ave	-87.63186892	41.91131123
589	463	2549	COTTAGE GROVE	47TH STREET	SB	NS	4	N4	CHICAGO	1	Cottage Grove & 47th Street	-87.60667736	41.80964899
590	464	5443	MILWAUKEE	IRVING PARK/CICERO	SEB	NS	56	 	CHICAGO	1	Milwaukee & Irving Park/Cicero	-87.747703	41.953581
591	465	3865	LARAMIE	WASHINGTON	NB	NS	57	 	CHICAGO	1	Laramie & Washington	-87.755065	41.882266
592	466	15756	STATE	4900 SOUTH	NB	MB	29	 	CHICAGO	1	4900 S State	-87.62587612	41.80580749
593	467	1199	SHERIDAN	ROSEMONT	NB	FS	"136,147,151"	 	CHICAGO	1	Sheridan & Rosemont	-87.655503	41.996592
594	468	9998	KEDZIE	79TH STREET	NB	NS	52A	 	CHICAGO	1	Kedzie & 79th Street	-87.70230819	41.74964316
595	469	7746	PERSHING	COTTAGE GROVE	WB	NS	39	 	CHICAGO	1	Pershing & Cottage Grove	-87.60677568	41.8240502
596	470	636	CHICAGO	GRAND	WB	NS	"52,66"	N66	CHICAGO	1	Chicago & Grand	-87.6997458	41.89570621
597	471	13060	59TH STREET	MORGAN	WB	NS	59	 	CHICAGO	1	59th Street & Morgan	-87.64969687	41.7870195
598	472	357	ROOSEVELT	SPAULDING	WB	NS	12	 	CHICAGO	1	Roosevelt & Spaulding	-87.70792594	41.86644971
599	473	10866	75TH STREET	STONY ISLAND	WB	NS	75	 	CHICAGO	1	75th Street & Stony Island	-87.58556166	41.75882385
600	474	15268	63RD STREET	KNOX	WB	NS	63	N63	CHICAGO	1	63rd Street & Knox	-87.73845679	41.77853584
601	475	808	GRAND	DIVISION	WB	NS	65	 	CHICAGO	6	Grand & Division	-87.71729954	41.90262083
602	476	15519	CLARK	WILSON	SB	FS	"22,78"	N22	CHICAGO	1	Clark & Wilson	-87.66677362	41.96502865
603	477	15512	STATE	53RD STREET	NB	FS	29	 	CHICAGO	1	State & 53rd Street	-87.6256832	41.79839203
604	478	6274	ASHLAND	ROSCOE	NB	NS	9	 	CHICAGO	1	Ashland & Roscoe	-87.66861634	41.94316891
605	479	2462	COTTAGE GROVE	95TH STREET	NB	FS	"4,N5,95"	N5	CHICAGO	1	Cottage Grove & 95th Street	-87.60436028	41.72240198
606	480	9665	AUSTIN	IRVING PARK	NB	NS	91	 	CHICAGO	1	Austin & Irving Park	-87.77667787	41.95293517
607	481	2181	KING DRIVE	26TH STREET	NB	NS	3	 	CHICAGO	1	King Drive & 26th Street	-87.61722	41.845508
608	482	8933	DAMEN	ARMITAGE	NB	NS	50	 	CHICAGO	1	Damen & Armitage	-87.67752329	41.91765787
609	483	15767	NARRAGANSETT	BERTEAU	NB	NS	86	 	CHICAGO	1	Narragansett & Berteau	-87.78658197	41.95645645
610	484	6166	ASHLAND	76TH STREET	NB	NS	9	N9	CHICAGO	1	Ashland & 76th Street	-87.66344732	41.75570241
611	485	3156	KEDZIE	HARRISON	NB	NS	52	 	CHICAGO	1	Kedzie & Harrison (Blue Line)	-87.70579833	41.87358262
612	486	9653	AUSTIN	DIVERSEY	NB	NS	91	 	CHICAGO	1	Austin & Diversey	-87.77583592	41.93108677
613	487	6228	ASHLAND	14TH STREET	NB	NS	9	N9	CHICAGO	1	Ashland & 14th Street	-87.66616127	41.86315748
614	488	5941	HALSTED	CHICAGO	NB	FS	"8,132"	 	CHICAGO	1	Halsted & Chicago	-87.6476005	41.89671578
615	489	14967	NAGLE	HIGGINS	NB	FS	"86,91"	 	CHICAGO	1	Nagle & Higgins	-87.78776243	41.9764704
616	490	14762	ORLEANS	GRAND	NB	FS	"37,125"	 	CHICAGO	1	Orleans & Grand	-87.63692902	41.89174214
617	491	8948	DAMEN	GRACE	NB	NS	50	 	CHICAGO	1	Damen & Grace	-87.678578	41.950422
618	492	5433	BROADWAY	ROSEMONT	NB	NS	36	0	CHICAGO	1	Broadway & Rosemont	-87.66033017	41.99622913
619	493	8750	DAMEN	33RD STREET	NB	NS	50	 	CHICAGO	1	Damen & 33rd Street	-87.675298	41.833939
620	494	1203	SHERIDAN	ARTHUR	NB	NT	"147,155"	0	CHICAGO	1	Sheridan & Arthur (Red Line)	-87.66060059	42.00038209
621	495	9095	PULASKI	LAKE	NB	NS	53	N53	CHICAGO	1	Pulaski & Lake (Green Line)	-87.72569999	41.8853764
622	496	1676	WESTERN	GRANVILLE	NB	NS	49B	 	CHICAGO	1	Western & Granville	-87.689681	41.993997
623	497	9126	PULASKI	MILWAUKEE	NB	NS	53	N53	CHICAGO	1	Pulaski & Milwaukee	-87.727138	41.940882
624	498	1191	SHERIDAN	THORNDALE	NB	FS	"136,147,151"	 	CHICAGO	1	Sheridan & Thorndale	-87.655308	41.990272
625	499	9084	PULASKI	ARTHINGTON (south leg)	NB	NS	53	 	CHICAGO	1	Pulaski & Arthington	-87.7252174	41.86992159
626	500	486	MADISON	HAMLIN	WB	FS	20	N20	CHICAGO	1	Madison & Hamlin	-87.72097816	41.88086554
627	501	7762	PERSHING	NORMAL	WB	NT	39	 	CHICAGO	1	Pershing & Normal	-87.63851462	41.82362964
628	502	17679	INDIANA	41ST STREET	NB	FS	39	 	CHICAGO	1	Indiana & 41st Street	-87.62137459	41.82032023
629	503	14848	26TH STREET	PULASKI	WB	FS	60	N60	CHICAGO	1	26th Street & Pulaski	-87.72482355	41.84432128
630	504	17180	ASHLAND	NORTH AVENUE	NB	FS	"9,X9"	N9	CHICAGO	1	Ashland & North Ave	-87.66754012	41.91079268
631	505	17320	PULASKI	ELSTON	NB	FS	53	 	CHICAGO	1	Pulaski & Elston	-87.72771187	41.95984955
632	506	9924	NORTHWEST HWY	OZARK	SEB	NS	68	 	CHICAGO	1	Northwest Hwy & Ozark	-87.82024993	42.00524887
633	507	4955	DAMEN	LAWRENCE	NB	NS	50	 	CHICAGO	1	Damen & Lawrence	-87.6790721	41.9686349
634	508	2437	LAFAYETTE	71ST STREET	SB	FS	29	 	CHICAGO	1	Lafayette & 71st Street	-87.62664517	41.76532402
635	509	5450	MILWAUKEE	ADDISON	SEB	NS	56	 	CHICAGO	1	Milwaukee & Addison	-87.73598605	41.9463881
636	510	6252	ASHLAND	MILWAUKEE	NB	NS	"9,X9"	N9	CHICAGO	1	Ashland & Milwaukee (Blue Line)	-87.667365	41.903734
637	511	11465	RIDGE	GLENWOOD	SEB	NS	84	 	CHICAGO	1	Ridge & Glenwood	-87.665155	41.986654
638	512	1414	LASALLE	GOETHE	SB	FS	156	 	CHICAGO	1	LaSalle & Goethe	-87.63311331	41.90557247
639	513	10000	KEDZIE	77TH STREET	NB	NS	52A	 	CHICAGO	1	Kedzie & 77th Street	-87.702456	41.753379
640	514	1136	LAKE SHORE	SCHILLER	NB	FT	151	 	CHICAGO	1	Lake Shore & Schiller	-87.62576	41.908064
641	515	11698	NARRAGANSETT	WELLINGTON	SB	NS	86	 	CHICAGO	1	Narragansett & Wellington	-87.785877	41.934734
642	516	11466	RIDGE	WAYNE	SEB	NS	84	 	CHICAGO	1	Ridge & Wayne	-87.66380184	41.98583095
643	517	16114	BLUE ISLAND	DAMEN	NEB	FS	60	N60	CHICAGO	1	Blue Island & Damen	-87.67539726	41.84857231
644	518	11584	CENTRAL	"LAKE (""north"" leg)"	NB	FS	85	 	CHICAGO	1	Central & Lake	-87.76504156	41.88787356
645	519	6260	ASHLAND	ARMITAGE	NB	NS	9	 	CHICAGO	1	Ashland & Armitage	-87.667794	41.917828
646	520	11272	KIMBALL	ELSTON	NB	NS	82	 	CHICAGO	1	Kimball & Elston	-87.712713	41.949253
647	521	8876	DAMEN	TAYLOR	SB	NS	50	 	CHICAGO	1	Damen & Taylor	-87.67637797	41.86922998
648	522	15215	MILWAUKEE	CENTRAL PARK	SEB	FS	56	 	CHICAGO	1	Milwaukee & Central Park	-87.71688531	41.93475823
649	523	4511	ARCHER	KOSTNER	SWB	NS	62	N62	CHICAGO	1	Archer & Kostner	-87.73309783	41.8002799
650	524	7195	STONY ISLAND	SOUTH CHICAGO/79TH STREET	SB	FS	28	 	CHICAGO	1	Stony Island & South Chicago/79th Street	-87.5860046	41.75121319
651	525	16186	LOOMIS	CERMAK	SB	NS	60	 	CHICAGO	1	Loomis & Cermak	-87.66125787	41.852533
652	526	14772	CICERO	MADISON	SB	FS	54	 	CHICAGO	1	Cicero & Madison	-87.74537109	41.88023178
653	527	9058	PULASKI	26TH STREET	SB	NS	53	 	CHICAGO	1	Pulaski & 26th Street	-87.72464904	41.84437938
654	528	1061	LAKE SHORE	GRACE	SB	FS	"135,146,151,152"	 	CHICAGO	1	Lake Shore & Grace	-87.64511379	41.95205777
655	529	1488	LINCOLN	WINNEMAC	NWB	NS	11	 	CHICAGO	1	Lincoln & Winnemac	-87.691278	41.972931
656	530	5712	IRVING PARK	KEELER	WB	FS	"54A,80"	 	CHICAGO	1	Irving Park & Keeler	-87.73284186	41.95369877
657	531	4138	ARMITAGE	LECLAIRE/GRAND	WB	NS	73	 	CHICAGO	1	Armitage & Leclaire/Grand	-87.75327908	41.91690557
658	532	17404	WESTERN	NORTH AVENUE	NB	FS	"49,X49"	N49	CHICAGO	1	Western & North Ave	-87.68709664	41.91047688
659	533	16193	CERMAK	HALSTED	WB	FS	21	 	CHICAGO	1	Cermak & Halsted	-87.64662275	41.85273736
660	534	5732	IRVING PARK	MELVINA	WB	NS	80	 	CHICAGO	1	Irving Park & Melvina	-87.78158805	41.95305459
661	535	840	GRAND	NORMANDY (west leg)	WB	NS	"65,74"	 	CHICAGO	1	Grand & Normandy	-87.79268704	41.9236977
662	536	15770	119TH STREET	HALSTED	WB	FS	"119,8A"	 	CHICAGO	1	119th Street & Halsted	-87.64225537	41.67787711
663	537	4134	ARMITAGE	CICERO	WB	NS	73	 	CHICAGO	1	Armitage & Cicero	-87.74591512	41.91700564
664	538	15139	CONGRESS	KEELER	WB	FS	7	 	CHICAGO	1	Congress & Keeler	-87.73061409	41.87438621
665	539	1538	51ST STREET	ST. LAWRENCE	WB	NS	15	 	CHICAGO	1	51st Street & St. Lawrence	-87.61116329	41.80220586
666	540	15295	CHICAGO	KOSTNER	WB	FS	66	 	CHICAGO	1	Chicago & Kostner	-87.73623546	41.89525723
667	541	797	GRAND	CALIFORNIA	WB	NS	65	 	CHICAGO	1	Grand & California	-87.696239	41.894236
668	542	5728	IRVING PARK	MENARD	WB	NS	80	 	CHICAGO	1	Irving Park & Menard	-87.77179216	41.95322134
669	543	1241	FULLERTON	ROCKWELL (east leg)	WB	NS	74	 	CHICAGO	1	Fullerton & Rockwell	-87.69237395	41.92496134
670	544	11095	DIVERSEY	MENARD	WB	NS	76	 	CHICAGO	1	Diversey & Menard	-87.7709723	41.93128685
671	545	2674	79TH STREET	CALIFORNIA	WB	NT	79	 	CHICAGO	1	79th Street & California	-87.692447	41.750015
672	546	16082	63RD STREET	LAWNDALE	WB	FS	63	N63	CHICAGO	1	63rd Street & Lawndale	-87.71559123	41.77884527
673	547	15140	CERMAK	KEELER	WB	FS	21	 	CHICAGO	1	Cermak & Keeler	-87.72989013	41.85165424
674	548	3815	LAWRENCE	ELSTON	WB	NS	81	N81	CHICAGO	1	Lawrence & Elston	-87.7401262	41.96819346
675	549	7001	COMMERCIAL	96TH STREET	NB	NS	71	 	CHICAGO	1	Commercial & 96th Street	-87.55096605	41.72086969
676	550	9967	KEDZIE	110TH STREET	NB	MT	52A	 	CHICAGO	1	Kedzie & 110th Street	-87.700794	41.693395
677	551	9080	PULASKI	13TH STREET	NB	NS	53	 	CHICAGO	1	Pulaski & 13th Street	-87.72502294	41.86425939
678	552	14089	HOMAN	MAYPOLE	NB	NS	82	 	CHICAGO	1	Homan & Maypole	-87.71099775	41.88348535
679	553	7355	EWING	105TH STREET	NB	NS	"26,30"	 	CHICAGO	1	Ewing & 105th Street	-87.53518556	41.70450357
680	554	9620	AUSTIN	RAILROAD AVENUE	NB	NS	91	 	CHICAGO	1	Austin & Railroad Ave (Blue Line)	-87.774232	41.870322
681	555	2966	COTTAGE GROVE	106TH STREET	NB	NS	"4,115"	 	CHICAGO	1	Cottage Grove & 106th Street	-87.60768673	41.70187686
682	556	12258	AVENUE B	107TH STREET	NB	NS	100	 	CHICAGO	1	Avenue B & 107th Street	-87.52569948	41.70079426
683	557	11609	CENTRAL	GEORGE	NB	NS	85	 	CHICAGO	1	Central & George	-87.766227	41.933016
684	558	758	NAVY PIER	TERMINAL	NB	TERM	29	 	CHICAGO	1	Navy Pier Terminal	-87.60999416	41.89233194
685	559	1133	LAKE SHORE	SCOTT	NB	MT	151	 	CHICAGO	1	Lake Shore & Scott	-87.625024	41.904949
686	560	1161	LAKE SHORE	BROMPTON	NB	MT	"135,146,151"	 	CHICAGO	1	Lake Shore & Brompton	-87.64291887	41.94779691
687	561	15446	CICERO	OHIO	NB	FS	54	 	CHICAGO	1	Cicero & Ohio	-87.74559743	41.89162563
688	562	1113	STATE	VAN BUREN	NB	NS	"2,10,29,130,146,147,148"	 	CHICAGO	1	State & Van Buren	-87.62754254	41.87684767
689	563	14454	BROADWAY	ARGYLE (north leg)	NB	FS	36	 	CHICAGO	1	Broadway & Argyle	-87.6596482	41.9733683
690	564	1206	SHERIDAN	NORTH SHORE	NB	FS	"147,155"	0	CHICAGO	1	Sheridan & North Shore	-87.66071682	42.003871
691	565	3118	KEDZIE	47TH STREET	NB	NS	"47,52"	 	CHICAGO	1	Kedzie & 47th Street	-87.70385679	41.80794026
692	566	15404	RACINE	ROOSEVELT	NB	FS	60	N60	CHICAGO	1	Racine & Roosevelt	-87.65659838	41.86726311
693	567	2317	STATE	47TH STREET	NB	NS	29	 	CHICAGO	1	State & 47th Street	-87.62597	41.80908
694	568	11582	CENTRAL	FULTON	NB	NS	85	 	CHICAGO	1	Central & Fulton	-87.76495563	41.88558182
695	569	14975	DAMEN	DIVISION	NB	FS	50	 	CHICAGO	1	Damen & Division	-87.67716446	41.9034218
696	570	2498	COTTAGE GROVE	59TH STREET	NB	NS	"2,4"	N4	CHICAGO	1	Cottage Grove & 59th Street	-87.60597224	41.78763132
697	571	13193	LOOMIS	BLUE ISLAND	NB	NS	60	N60	CHICAGO	1	Loomis & Blue Island	-87.66123267	41.85762294
698	572	1583	MICHIGAN	8TH STREET	NB	NT	"1,3,4"	N4	CHICAGO	1	Michigan & 8th Street	-87.624034	41.87178684
699	573	9703	NAGLE	BRYN MAWR	NB	NS	"86,91"	 	CHICAGO	1	Nagle & Bryn Mawr	-87.78762514	41.98280027
700	574	6283	CLARK	18TH STREET	NB	NS	24	 	CHICAGO	1	Clark & 18th Street	-87.63011177	41.85767207
701	575	9698	NAGLE	FOSTER	NB	NS	"86,91"	 	CHICAGO	1	Nagle & Foster	-87.78779559	41.97556813
702	576	5047	RACINE	81ST STREET	NB	NS	44	 	CHICAGO	1	Racine & 81st Street	-87.65356063	41.74678777
703	577	3159	KEDZIE	JACKSON	NB	NS	52	 	CHICAGO	1	Kedzie & Jackson	-87.705938	41.877241
704	578	15399	DEARBORN	HUBBARD	NB	NS	"22,36"	N22	CHICAGO	1	Dearborn & Hubbard	-87.62950029	41.88993758
705	579	11610	CENTRAL	WELLINGTON	NB	NS	85	 	CHICAGO	1	Central & Wellington	-87.76629	41.934841
706	580	8563	CUMBERLAND	CATHERINE	NB	NS	81W	 	CHICAGO	1	Cumberland & Catherine	-87.836529	41.97713
707	581	14586	WESTERN	FULLERTON	NB	FS	"49,X49"	N49	CHICAGO	1	Western & Fullerton	-87.68751948	41.92507519
708	582	15218	CALIFORNIA	DIVERSEY	NB	FS	52	 	CHICAGO	1	California & Diversey	-87.69752998	41.93239667
709	583	15091	WESTERN	16TH STREET	NB	FT	"49,X49"	N49	CHICAGO	1	Western & 16th Street	-87.68572361	41.85981758
710	584	17030	55TH STREET	KILPATRICK	WB	NS	55	 	CHICAGO	1	55th Street & Kilpatrick	-87.73998807	41.79316492
711	585	14800	MADISON	AUSTIN	WB	NS	20	N20	CHICAGO	1	Madison & Austin	-87.77448828	41.88019802
712	586	4941	WILSON	BROADWAY	WB	FS	78	 	CHICAGO	1	Wilson & Broadway (Red Line)	-87.6581643	41.96545293
713	587	11101	DIVERSEY	NARRAGANSETT	WB	NS	76	 	CHICAGO	1	Diversey & Narragansett	-87.78556126	41.93107318
714	588	3003	CALIFORNIA	LOGAN (s. service drive)	SB	FS	52	 	CHICAGO	1	California & Logan	-87.69760079	41.92812531
715	589	7071	COMMERCIAL	87TH STREET	SB	NS	"N5,26,71"	N5	CHICAGO	1	Commercial & 87th Street	-87.55151042	41.73748305
716	590	1033	SHERIDAN	GRANVILLE	SB	FS	"136,147,151"	 	CHICAGO	1	Sheridan & Granville	-87.655598	41.994419
717	591	6130	ASHLAND	95TH STREET	SB	NS	"9,X9"	N9	CHICAGO	1	Ashland & 95th Street	-87.66284024	41.72137901
718	592	12754	WASHINGTON	HALSTED	EB	FS	"19,20"	 	CHICAGO	1	Washington & Halsted	-87.64669495	41.8830708
719	593	12135	103RD STREET	TALMAN (east leg)	EB	NS	103	 	CHICAGO	1	103rd Street & Talman	-87.68784619	41.70627721
720	594	12166	103RD STREET	STATE	EB	NS	103	 	CHICAGO	1	103rd Street & State	-87.62367105	41.70709485
721	595	1627	51ST STREET	MICHIGAN	EB	FS	15	 	CHICAGO	1	51st Street & Michigan	-87.62253139	41.80196418
722	596	9179	51ST STREET	HALSTED	EB	NS	51	 	CHICAGO	1	51st Street & Halsted	-87.64552907	41.8015106
723	597	14903	ADDISON	RACINE	EB	FS	152	 	CHICAGO	1	Addison & Racine	-87.65890761	41.94709173
724	598	10515	55TH STREET	CALIFORNIA	EB	FS	55	N55	CHICAGO	1	55th Street & California	-87.69369019	41.79362322
725	599	9500	87TH STREET	ABERDEEN	WB	NS	"24,87"	N87	CHICAGO	1	87th Street & Aberdeen	-87.65077833	41.73606723
726	600	9240	BELMONT	OAK PARK	EB	NS	77	N77	CHICAGO	1	Belmont & Oak Park	-87.795797	41.938096
727	601	15027	95TH STREET	LOOMIS	EB	FS	"N9,95"	N9	CHICAGO	1	95th Street & Loomis	-87.65756382	41.72121341
728	602	574	CHICAGO	LASALLE	EB	NS	66	N66	CHICAGO	1	Chicago & LaSalle	-87.63295213	41.89651769
729	603	9423	87TH STREET	GREENWOOD	EB	FS	87	 	CHICAGO	1	87th Street & Greenwood	-87.59714192	41.73669466
730	604	3760	LAWRENCE	DAMEN	EB	NS	81	N81	CHICAGO	1	Lawrence & Damen	-87.67934992	41.96867195
731	605	6700	TAYLOR	900 WEST	EB	MB	157	 	CHICAGO	1	900 W Taylor	-87.648754	41.869484
732	606	5384	CLARK	HARRISON	NB	NS	24	N22	CHICAGO	1	Clark & Harrison	-87.63059	41.874404
733	607	11913	CALIFORNIA	PRATT	NB	NS	93	 	CHICAGO	1	California & Pratt	-87.699749	42.004758
734	608	7951	KIMBALL	ADDISON	NB	NS	82	 	CHICAGO	1	Kimball & Addison	-87.7126192	41.94646217
735	609	8385	WESTERN	GRAND	NB	FS	"49,X49"	N49	CHICAGO	1	Western & Grand	-87.68657188	41.89087135
736	610	8970	ASHLAND	HOLLYWOOD	NB	FS	50	 	CHICAGO	1	Ashland & Hollywood	-87.66973589	41.98525531
737	611	8400	WESTERN	ARMITAGE	NB	NS	49	N49	CHICAGO	1	Western & Armitage	-87.68728053	41.91746248
738	612	1899	CLARK	DIVISION	NB	NS	22	N22	CHICAGO	1	Clark & Division (Red Line)	-87.631363	41.903782
739	613	2475	COTTAGE GROVE	82ND STREET	NB	NS	4	 	CHICAGO	1	Cottage Grove & 82nd Street	-87.60493006	41.74577953
740	614	15244	CALIFORNIA	24TH BOULEVARD	NB	FS	94	 	CHICAGO	1	California & 24th Boulevard	-87.695259	41.84817515
741	615	9630	AUSTIN	LAKE	NB	FS	91	 	CHICAGO	1	Austin & Lake	-87.77482935	41.88817173
