FID	OBJECTID	SYSTEMSTOP	STREET	CROSS_ST	DIR	POS	ROUTESSTPG	OWLROUTES	CITY	STATUS	PUBLIC_NAM	POINT_X	POINT_Y
5093	5094	10477	CICERO	GLENLAKE	SB	NT	54A	 	CHICAGO	1	Cicero & Glenlake	-87.748394	41.991464
5094	5095	9548	NAGLE	CARMEN	SB	NS	86	 	CHICAGO	1	Nagle & Carmen	-87.787972	41.973914
5095	5096	14122	MIDWAY TERMINAL	ORANGE LINE STATION	SWB	TERM	55	 	CHICAGO	1	Midway Orange Line Station	-87.73900346	41.78622886
5096	5097	7278	EWING	110TH STREET	SB	NS	30	 	CHICAGO	1	Ewing & 110th Street	-87.535424	41.695566
5097	5098	5143	WALLACE	38TH STREET	SB	NS	44	 	CHICAGO	1	Wallace & 38th Street	-87.64117462	41.82538469
5098	5099	698	GRAND	KILDARE	SEB	NS	65	 	CHICAGO	1	Grand & Kildare	-87.733994	41.909106
5099	5100	10604	GARFIELD	PAULINA	WB	FS	55	N55	CHICAGO	1	Garfield & Paulina	-87.66728517	41.79405391
5100	5101	4751	FOSTER	LOCKWOOD	EB	NS	92	 	CHICAGO	1	Foster & Lockwood	-87.760383	41.975126
5101	5102	9378	87TH STREET	KEDZIE	EB	NS	87	 	EVERGREEN PARK	1	87th Street & Kedzie	-87.70252845	41.73503889
5102	5103	12145	103RD STREET	WALDEN PKWY	EB	FS	103	 	CHICAGO	1	103rd Street & Walden	-87.668831	41.706532
5103	5104	10133	71ST STREET	SPRINGFIELD	EB	NS	67	 	CHICAGO	1	71st Street & Springfield	-87.720045	41.764062
5104	5105	12242	106TH STREET	AVENUE H	EB	NS	100	 	CHICAGO	1	106th Street & Avenue H	-87.532952	41.70265809
5105	5106	12485	ADDISON	NEENAH	EB	NS	152	 	CHICAGO	1	Addison & Neenah	-87.79009	41.945535
5106	5107	7465	35TH STREET	LEAVITT	EB	NS	35	 	CHICAGO	1	35th Street & Leavitt	-87.68029529	41.83027582
5107	5108	917	NORTH AVENUE	CLEVELAND	EB	NS	"N9,72"	N9	CHICAGO	1	North Ave & Cleveland	-87.64110808	41.91096789
5108	5109	9730	GUNNISON	NEENAH	EB	NT	81W	 	HARWOOD HEIGHTS	1	Gunnison & Neenah	-87.79029458	41.96828536
5109	5110	4039	ARMITAGE	KARLOV	EB	NS	73	 	CHICAGO	1	Armitage & Karlov	-87.729107	41.91707
5110	5111	11473	BRYN MAWR	WINTHROP/RED LINE STATION	WB	FS	84	 	CHICAGO	1	Bryn Mawr Red Line Station	-87.65811368	41.98371671
5111	5112	9189	51ST STREET	MICHIGAN	WB	NS	15	 	CHICAGO	1	51st Street & Michigan	-87.62245393	41.80210472
5112	5113	342	ROOSEVELT	WOOD	WB	NS	12	 	CHICAGO	1	Roosevelt & Wood	-87.67112322	41.86700369
5113	5114	3519	HOWARD	WESTERN-ASBURY	WB	NS	"97,206"	 	EVANSTON	2	Howard & Western/Asbury	-87.68998555	42.01959882
5114	5115	8091	47TH STREET	WESTERN AVENUE	WB	FS	"47,94"	 	CHICAGO	1	47th Street & Western Avenue	-87.6846866	41.80849339
5115	5116	8088	47TH STREET	HOYNE	WB	NT	"47,48"	 	CHICAGO	1	47th Street & Hoyne	-87.67696292	41.80857825
5116	5117	86	VAN BUREN	JEFFERSON	WB	NS	"125,126"	 	CHICAGO	1	Van Buren & Jefferson	-87.642319	41.876778
5117	5118	2849	115TH STREET	WENTWORTH	WB	NS	115	 	CHICAGO	1	115th Street & Wentworth	-87.62749388	41.68531525
5118	5119	15296	CHICAGO	CICERO	WB	FS	66	 	CHICAGO	1	Chicago & Cicero	-87.74619935	41.89509577
5119	5120	9481	87TH STREET	ST. LAWRENCE	WB	NS	87	 	CHICAGO	1	87th Street & St. Lawrence	-87.609503	41.736658
5120	5121	5258	103RD STREET	LUELLA	WB	NT	"J14,15,26"	 	CHICAGO	1	103rd Street & Luella	-87.56803901	41.70809373
5121	5122	15851	MADISON	KILDARE	WB	FS	20	N20	CHICAGO	1	Madison & Kildare	-87.73333334	41.88074799
5122	5123	14582	LAWRENCE	SHERIDAN	WB	FS	81	N81	CHICAGO	1	Lawrence & Sheridan	-87.65503789	41.96914505
5123	5124	15909	59TH STREET	PRINCETON	WB	FS	59	 	CHICAGO	1	59th Street & Princeton	-87.6332088	41.78728926
5124	5125	7144	47TH STREET	DREXEL	WB	NS	47	 	CHICAGO	1	47th Street & Drexel	-87.60378555	41.80962137
5125	5126	4125	ARMITAGE	PULASKI	WB	NS	73	 	CHICAGO	1	Armitage & Pulaski	-87.72638071	41.9172294
5126	5127	9483	87TH STREET	KING DRIVE	WB	NS	87	 	CHICAGO	1	87th Street & King Drive	-87.61443555	41.73657208
5127	5128	12191	103RD STREET	LEAVITT	WB	NS	103	 	CHICAGO	1	103rd Street & Leavitt	-87.67671549	41.70650203
5128	5129	13075	59TH STREET	ROCKWELL	WB	NS	59	 	CHICAGO	1	59th Street & Rockwell	-87.68859801	41.78654774
5129	5130	4930	IRVING PARK	CLARENDON	WB	NS	"135,148"	 	CHICAGO	1	Irving Park & Clarendon	-87.64951279	41.9546182
5130	5131	14428	NORTH AVENUE	HALSTED/CLYBOURN	WB	FS	"N9,72"	N9	CHICAGO	1	North Ave & Clybourn/Halsted (Red Line)	-87.64850449	41.91098859
5131	5132	12551	ADDISON	BROADWAY	WB	NS	152	 	CHICAGO	1	Addison & Broadway	-87.64716741	41.94745346
5132	5133	12563	ADDISON	BROWN LINE STATION	WB	MB	152	 	CHICAGO	1	Addison Brown Line Station	-87.67466746	41.94695777
5133	5134	17394	LAWRENCE	CLARK	WB	FS	81	N81	CHICAGO	1	Lawrence & Clark	-87.66777977	41.96897273
5134	5135	15949	MONTROSE	CENTRAL PARK	WB	FS	78	 	CHICAGO	1	Montrose & Central Park	-87.71831316	41.96112506
5135	5136	358	ROOSEVELT	HOMAN	WB	NS	12	 	CHICAGO	1	Roosevelt & Homan	-87.71026976	41.86641794
5136	5137	3821	LAWRENCE	LECLAIRE	WB	NS	81	N81	CHICAGO	1	Lawrence & Leclaire	-87.75487754	41.96799979
5137	5138	11091	DIVERSEY	LONG	WB	NS	76	N77	CHICAGO	1	Diversey & Long	-87.76125029	41.93142174
5138	5139	968	NORTH AVENUE	KEELER(east leg)	WB	NS	72	 	CHICAGO	1	North Ave & Keeler	-87.73110997	41.90993395
5139	5140	2661	79TH STREET	ASHLAND	WB	NS	"79,169"	N79	CHICAGO	1	79th Street & Ashland	-87.66323611	41.75042496
5140	5141	11063	DIVERSEY	CALIFORNIA	WB	FS	76	 	CHICAGO	1	Diversey & California	-87.69773601	41.93216698
5141	5391	6500	WENTWORTH	31ST STREET	SB	FS	"24,31"	 	CHICAGO	1	Wentworth & 31st Street	-87.63173174	41.83788256
5142	5392	6548	VINCENNES	76TH STREET	SB	NS	24	 	CHICAGO	1	Vincennes & 76th Street	-87.632285	41.756438
5143	5393	17359	NARRAGANSETT	BELMONT	SB	FS	86	 	CHICAGO	1	Narragansett & Belmont	-87.78612005	41.93817186
5144	5394	17361	NARRAGANSETT	GRAND	SB	FS	86	 	CHICAGO	1	Narragansett & Grand	-87.78549987	41.92248606
5145	5395	6557	VINCENNES	KERFOOT	SB	NS	8A	 	CHICAGO	1	Vincennes & Kerfoot	-87.63928869	41.74034757
5146	5396	6452	WENTWORTH	65TH STREET/ROSS	NB	NT	24	 	CHICAGO	1	Wentworth & 65th Street	-87.63001949	41.77647403
5147	5397	6487	WENTWORTH	23RD STREET	NB	MT	24	 	CHICAGO	1	Wentworth & 23rd Street	-87.631882	41.85096
5148	5398	5510	COLUMBUS	NORTH WATER/CITYFRONT PLAZA	NB	NS	124	 	CHICAGO	1	Columbus & North Water	-87.620268	41.889431
5149	5399	6435	VINCENNES	82ND STREET	NB	FT	"24,79"	 	CHICAGO	1	Vincennes & 82nd Street	-87.635503	41.745452
5150	5400	11738	NARRAGANSETT	NORTH AVENUE	NB	FS	86	 	CHICAGO	1	Narragansett & North Ave	-87.78493247	41.90956764
5151	5401	15012	LARAMIE	NORTH AVENUE	SB	FS	57	 	CHICAGO	1	Laramie & North Ave	-87.7559883	41.90910734
5152	5402	8786	DAMEN	MARQUETTE RD	SB	NS	48	 	CHICAGO	1	Damen & Marquette Rd	-87.673788	41.772169
5153	5403	15359	STATE	24TH STREET	SB	FT	29	 	CHICAGO	1	State & 24th Street	-87.62710551	41.84899514
5154	5404	14619	ASHLAND	BLACKHAWK	SB	FS	9	N9	CHICAGO	1	Ashland & Blackhawk	-87.66768482	41.90692948
5155	5405	4393	ARCHER	CENTRAL	NEB	NS	"62,62H"	 	CHICAGO	1	Archer & Central	-87.76262229	41.79557659
5156	5406	4633	WELLS	MADISON	SB	NS	37	 	CHICAGO	1	Wells & Madison	-87.633892	41.882043
5157	5407	15785	WOOD	HARRISON	SB	FS	7	 	CHICAGO	1	Wood & Harrison	-87.67162955	41.87393523
5158	5408	17451	KEDZIE	38TH STREET	SB	FS	52	 	CHICAGO	1	Kedzie & 38th Street	-87.70452946	41.824247
5159	5409	5821	HALSTED	34TH STREET (south leg)	SB	NT	8	 	CHICAGO	1	Halsted & 34th Street	-87.64624235	41.83269464
5160	5410	1092	LAKE SHORE	SCOTT	SB	FS	151	 	CHICAGO	1	Lake Shore & Scott	-87.625148	41.904702
5161	5411	1660	STONY ISLAND	61ST STREET	SB	NS	"6,15,28"	 	CHICAGO	1	Stony Island & 61st Street	-87.58663386	41.78390377
5162	5412	166	KOSTNER	LEXINGTON	SB	NS	7	 	CHICAGO	1	Kostner & Lexington	-87.735223	41.871629
5163	5413	15989	KEDZIE	FULTON	SB	FS	52	 	CHICAGO	1	Kedzie & Fulton	-87.70635387	41.88624961
5164	5414	4508	KARLOV	ARCHER	SB	FS	62	N62	CHICAGO	1	Karlov & Archer	-87.72591225	41.80104844
5165	5415	4564	AUSTIN	62ND STREET	SB	NS	55A	 	CHICAGO	1	Austin & 62nd Street	-87.771634	41.779766
5166	5416	7088	COMMERCIAL	103RD STREET	SB	NS	71	 	CHICAGO	1	Commercial & 103rd Street	-87.553072	41.70835
5167	5417	2593	COTTAGE GROVE	90TH STREET	SB	NS	4	 	CHICAGO	1	Cottage Grove & 90th Street	-87.6048	41.731343
5168	5418	4857	MARINE DRIVE	LELAND	SB	NS	"136,146"	 	CHICAGO	1	Marine Drive & Leland	-87.649204	41.96745
5169	5419	1039	SHERIDAN	CATALPA	SB	FS	"136,147,151"	 	CHICAGO	1	Sheridan & Catalpa	-87.655222	41.981684
5170	5420	4463	ARCHER	WENTWORTH	SWB	NS	62	 	CHICAGO	1	Archer & Wentworth	-87.63169921	41.85447276
5171	5421	7388	SOUTH CHICAGO	BENNETT	NWB	NS	30	 	CHICAGO	1	South Chicago & Bennett	-87.5782299	41.74635409
5172	5422	11870	CALIFORNIA	ESTES	SB	NS	"93,96"	 	CHICAGO	1	California & Estes	-87.699813	42.010335
5173	5423	7205	STONY ISLAND	89TH STREET	SB	NS	28	 	CHICAGO	1	Stony Island & 89th Street	-87.58567648	41.73351854
5174	5424	14895	CLARK	BARRY/HALSTED	SB	FS	22	N22	CHICAGO	1	Clark & Barry/Halsted	-87.64891842	41.93760248
5175	5425	12249	AVENUE C	109TH STREET	SB	NS	100	 	CHICAGO	1	Avenue C & 109th Street	-87.52709	41.69728273
5176	5426	14118	MIDWAY TERMINAL	ORANGE LINE STATION	SWB	TERM	63	 	CHICAGO	1	Midway Orange Line Station	-87.73897049	41.78627355
5177	5427	1822	CLARK	WAVELAND	SB	NS	22	N22	CHICAGO	1	Clark & Waveland	-87.65812688	41.94909772
5178	5428	3712	HALSTED	109TH STREET	SB	NS	"8A,108"	 	CHICAGO	1	Halsted & 109th Street	-87.64259	41.696113
5179	5429	12101	YATES	97TH STREET	SB	NS	100	 	CHICAGO	1	Yates & 97th Street	-87.56472425	41.7190278
5180	5430	5200	RACINE	86TH STREET	SB	NS	44	 	CHICAGO	1	Racine & 86th Street	-87.65347003	41.73782753
5181	5431	10971	DIVERSEY	6600 WEST RR CROSSING	EB	NS	76	 	CHICAGO	1	6600 W Diversey	-87.79073082	41.93087131
5182	5432	17003	ROOSEVELT	MAY	EB	FT	12	 	CHICAGO	1	Roosevelt & May	-87.65496331	41.86697971
5183	5433	10922	74TH STREET	LOWE	EB	NS	75	 	CHICAGO	1	74th Street & Lowe	-87.640668	41.759747
5184	5434	10159	69TH STREET	LAFLIN	EB	NS	67	 	CHICAGO	1	69th Street & Laflin	-87.66158673	41.76852523
5185	5435	518	CHICAGO	LOCKWOOD	EB	NS	66	 	CHICAGO	1	Chicago & Lockwood	-87.758152	41.894857
5186	5436	12098	95TH STREET	2300 E. SHOPPING CNTR DWY	EB	NS	100	 	CHICAGO	1	2300 E 95th Street	-87.56787267	41.72247077
5187	5437	3598	OAKTON	SKOKIE BLVD	EB	FS	97	 	SKOKIE	1	Oakton & Skokie Blvd	-87.7465573	42.02614383
5188	5438	10957	75TH STREET	CRANDON	EB	NS	"N5,75"	N5	CHICAGO	1	75th Street & Crandon	-87.568932	41.758898
5189	5439	4051	ARMITAGE	ALBANY	EB	NS	73	 	CHICAGO	1	Armitage & Albany	-87.70537843	41.9173514
5190	5440	2998	CALIFORNIA	WELLINGTON	SB	NS	52	 	CHICAGO	1	California & Wellington	-87.697797	41.935813
5191	5441	7475	31ST STREET	HALSTED	EB	NS	31	 	CHICAGO	1	31st Street & Halsted	-87.64642862	41.83798713
5192	5442	15486	KING DRIVE	57TH STREET	NB	FT	3	 	CHICAGO	1	King Drive & 57th Street	-87.61582005	41.79128366
5193	5443	17128	NORTH AVENUE	CALIFORNIA	WB	FS	72	 	CHICAGO	1	North Ave & California	-87.69726903	41.91033711
5194	5444	9300	BELMONT	SEMINARY	WB	NS	77	N77	CHICAGO	1	Belmont & Seminary	-87.65640026	41.93993887
5195	5445	1305	FULLERTON	LAMON	EB	NS	74	 	CHICAGO	1	Fullerton & Lamon	-87.74885862	41.92407702
5196	5446	14630	PULASKI	JACKSON	NB	FS	53	N53	CHICAGO	1	Pulaski & Jackson	-87.72544814	41.87721735
5197	5447	15478	FOSTER	TRIPP	WB	FT	92	 	CHICAGO	1	Foster & Tripp	-87.73461231	41.9755232
5198	5448	5924	HALSTED	16TH STREET	NB	NS	"8,18,N62"	N62	CHICAGO	1	Halsted & 16th Street	-87.646616	41.859808
5199	5449	4175	CALIFORNIA	36TH STREET	NB	NS	94	 	CHICAGO	1	California & 36th Street	-87.694674	41.828174
5200	5450	6075	ASHLAND	42ND STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 42nd Street	-87.66526503	41.81780934
5201	5451	14598	KEDZIE	MADISON	SB	FS	52	 	CHICAGO	1	Kedzie & Madison	-87.7062394	41.88088875
5202	5452	8841	DAMEN	FULLERTON	SB	FS	50	 	CHICAGO	1	Damen & Fullerton	-87.67797665	41.92485748
5203	5453	5467	MILWAUKEE	KEDZIE	SEB	NS	56	 	CHICAGO	1	Milwaukee & Kedzie	-87.70767062	41.92911119
5204	5454	12093	95TH STREET	CONSTANCE	EB	NS	100	 	CHICAGO	1	95th Street & Constance	-87.57917893	41.72235652
5205	5455	1148	SHERIDAN	DIVERSEY	NB	FS	"77,134,143,151,156"	 	CHICAGO	1	Sheridan & Diversey	-87.63917427	41.93310869
5206	5456	2596	COTTAGE GROVE	93RD STREET	SB	FS	"4,N5,95"	N5	CHICAGO	1	Cottage Grove & 93rd Street	-87.60468034	41.72545666
5207	5457	279	ROOSEVELT	ST. LOUIS	EB	NS	12	 	CHICAGO	1	Roosevelt & St. Louis	-87.713081	41.866258
5208	5458	9595	AUSTIN	AUGUSTA	SB	FS	91	 	OAK PARK	1	Austin & Augusta	-87.77532377	41.89823207
5209	5459	17122	ROOSEVELT	CAMPBELL (east leg)	EB	NT	12	 	CHICAGO	1	Roosevelt & Campbell	-87.68873518	41.86645844
5210	5460	2483	COTTAGE GROVE	74TH STREET	NB	NS	4	 	CHICAGO	1	Cottage Grove & 74th Street	-87.60532522	41.76033178
5211	5461	15778	CERMAK	WASHTENAW	WB	FS	21	 	CHICAGO	1	Cermak & Washtenaw	-87.69323169	41.85201032
5212	5462	11225	HOMAN	ROOSEVELT	NB	FS	82	 	CHICAGO	1	Homan & Roosevelt	-87.710459	41.866519
5213	5463	3432	63RD STREET	STATE	EB	FS	63	N63	CHICAGO	1	63rd Street & State	-87.625107	41.779987
5214	5464	14012	95TH STREET	RED LINE STATION	NB	TERM	"9,108,112"	N9	CHICAGO	1	95th Street Red Line Station	-87.62477128	41.72210187
5215	5465	15214	MILWAUKEE	PULASKI	NWB	FS	56	 	CHICAGO	1	Milwaukee & Pulaski	-87.72752044	41.94145074
5216	5466	16074	PULASKI	45TH STREET	NB	FS	53A	 	CHICAGO	1	Pulaski & 45th Street	-87.72357419	41.81176716
5217	5467	2059	DIVISION	ASHLAND	WB	NS	70	 	CHICAGO	1	Division & Ashland (Blue Line)	-87.6672904	41.90344877
5218	5468	1771	DEVON	WESTERN	WB	NS	155	 	CHICAGO	1	Devon & Western	-87.68966993	41.99780261
5219	5469	18241	FRONT	115TH ST	NB	FS	4	 	CHICAGO	1	115th Street Metra Station	-87.61232633	41.68559704
5220	5470	5861	HALSTED	76TH STREET	SB	NS	8	 	CHICAGO	1	Halsted & 76th Street	-87.6442793	41.75619093
5221	5471	2835	COTTAGE GROVE	109TH STREET	SB	NS	"4,115"	 	CHICAGO	1	Cottage Grove & 109th Street	-87.609069	41.69671
5222	5472	3881	LARAMIE	WABANSIA	NB	NS	57	 	CHICAGO	1	Laramie & Wabansia	-87.755632	41.911252
5223	5473	2496	COTTAGE GROVE	61ST STREET	NB	NS	4	N4	CHICAGO	6	Cottage Grove & 61st Street	-87.60587794	41.78397363
5224	5474	12462	ADDISON	CUMBERLAND	NB	TERM	152	 	CHICAGO	1	Addison & Cumberland Terminal	-87.83549313	41.94443813
5225	5475	7133	LAKE PARK	54TH STREET	NB	FT	"15,28"	 	CHICAGO	1	Lake Park & 54th Street	-87.58712826	41.79825739
5226	5476	5171	RACINE	58TH STREET	SB	NS	44	 	CHICAGO	1	Racine & 58th Street	-87.654767	41.788659
5227	5477	8804	DAMEN	86TH STREET (north leg)	SB	NS	48	 	CHICAGO	1	Damen & 86th Street	-87.67291713	41.73771087
5228	5478	4410	PULASKI/51ST	ORANGE LINE STATION	EB	TERM	62	 	CHICAGO	1	Pulaski Orange Line Station	-87.72436738	41.80016419
5229	5479	8852	DAMEN	EVERGREEN	SB	NS	50	 	CHICAGO	1	Damen & Evergreen	-87.677402	41.906085
5230	5480	12504	ADDISON	KILPATRICK (east leg)	EB	NS	152	 	CHICAGO	1	Addison & Kilpatrick	-87.74409295	41.94609917
5231	5481	12959	59TH STREET	HAMLIN	EB	NS	59	 	CHICAGO	1	59th Street & Hamlin	-87.71817631	41.78595591
5232	5482	3604	OAKTON	KEELER	EB	NS	97	 	SKOKIE	1	Oakton & Keeler	-87.732802	42.026198
5233	5483	4382	ARCHER	NORMANDY	EB	NS	"62,62H"	 	CHICAGO	1	Archer & Normandy	-87.789238	41.79214
5234	5484	12964	59TH STREET	SPAULDING	EB	NS	59	 	CHICAGO	1	59th Street & Spaulding	-87.70588394	41.78612767
5235	5485	9432	87TH STREET	BENNETT	EB	NS	87	 	CHICAGO	1	87th Street & Bennett	-87.57824053	41.73695541
5236	5486	11025	DIVERSEY	LAKEWOOD	EB	NS	76	 	CHICAGO	1	Diversey & Lakewood	-87.6613698	41.93245707
5237	5487	3628	HOWARD	OAKLEY	EB	NS	"97,206"	 	CHICAGO	1	Howard & Oakley	-87.68782712	42.01944892
5238	5488	9435	87TH STREET	PAXTON	EB	NS	87	 	CHICAGO	1	87th Street & Paxton	-87.571038	41.737045
5239	5489	6978	CERMAK	LOMBARD	EB	NS	"21,322"	 	BERWYN	1	Cermak & Lombard	-87.77877185	41.85065508
5240	5490	10380	73RD STREET	LEAMINGTON	EB	NT	54B	 	BEDFORD PARK	1	73rd Street & Leamington	-87.75002493	41.75996314
5241	5491	7712	PERSHING	PAULINA	EB	NT	39	 	CHICAGO	1	Pershing & Paulina	-87.66778415	41.82309969
5242	5492	13019	61ST STREET	KENWOOD	EB	NS	59	 	CHICAGO	1	61st Street & Kenwood	-87.59325654	41.78414122
5243	5493	11020	DIVERSEY	1761 WEST	EB	MB	76	 	CHICAGO	1	1761 W Diversey	-87.67349187	41.93226425
5244	5494	3564	DEMPSTER	BRONX	EB	NS	"54A,97"	 	SKOKIE	1	Dempster & Bronx	-87.75082674	42.04072068
5245	5495	3612	OAKTON	3450 WEST	EB	MB	97	 	SKOKIE	1	3450 W Oakton	-87.714694	42.026198
5246	5496	1754	MORSE	GLENWOOD (east leg)	EB	FS	"96,155"	 	CHICAGO	1	Morse & Glenwood (Red Line)	-87.66563004	42.0078605
5247	5497	873	NORTH AVENUE	KILBOURN	EB	NT	72	 	CHICAGO	1	North Ave & Kilbourn	-87.738706	41.909622
5248	5498	10269	CICERO	24TH PLACE	NB	TERM	60	 	CICERO	1	Cicero & 24th Place Terminal	-87.74469467	41.84642115
5249	5499	12898	PULASKI	102ND STREET (south leg)	NB	NS	"53A,103"	 	CHICAGO	1	Pulaski & 102nd Street	-87.7207303	41.70747322
5250	5500	14568	AUSTIN	MELROSE	NB	FT	91	 	CHICAGO	1	Austin & Melrose	-87.7761964	41.93942297
5251	5501	6342	RACINE	13TH STREET	NB	NS	60	N60	CHICAGO	1	Racine & 13th Street	-87.656558	41.865133
5252	5502	12923	PULASKI	64TH STREET	NB	NS	53A	 	CHICAGO	1	Pulaski & 64th Street	-87.72248793	41.77672228
5253	5503	3578	SKOKIE BLVD	GOLF ROAD	SB	FS	"54A,97,205"	 	SKOKIE	1	Skokie Blvd & Golf Road	-87.74699333	42.05467333
5254	5504	15246	47TH STREET	DAMEN	WB	FS	"47,48"	 	CHICAGO	1	47th Street & Damen	-87.67535105	41.80856164
5255	5505	3224	63RD STREET	INDIANA	WB	NS	63	N63	CHICAGO	1	63rd Street & Indiana	-87.620183	41.780198
5256	5506	252	HARRISON	CENTRAL	WB	NS	7	 	CHICAGO	1	Harrison & Central	-87.76447722	41.87292396
5257	5507	3464	95TH STREET	VINCENNES	WB	FS	"N9,95"	N9	CHICAGO	1	95th Street & Vincennes	-87.65110893	41.72146886
