Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
1/25/2018,Completed,1/26/2018,18-00474894,Street Lights - All/Out,5900 S KOSTNER AVE,60629,1148043.84,1865121.136,13,8,65,41.78583554,-87.73274612,"(41.785835542097175, -87.73274612277893)"
1/25/2018,Completed,1/26/2018,18-00478022,Street Lights - All/Out,2631 S INDIANA AVE,60616,1178033.01,1886993.87,4,1,35,41.84522874,-87.62212783,"(41.845228737810025, -87.6221278313126)"
1/25/2018,Completed,1/26/2018,18-00480541,Street Lights - All/Out,7806 S HAMLIN AVE,60652,1152076.042,1852544.218,18,8,70,41.75124421,-87.7182917,"(41.751244214594415, -87.71829169927116)"
1/25/2018,Completed,1/26/2018,18-00482184,Street Lights - All/Out,4400 S MOZART ST,60632,1158099.513,1875351.413,15,9,58,41.81371013,-87.69559857,"(41.813710128949964, -87.69559857020738)"
1/25/2018,Completed,1/26/2018,18-00484816,Street Lights - All/Out,2236 N LAPORTE AVE,60639,1143026.738,1914418.001,36,25,19,41.92120755,-87.74991346,"(41.92120755440746, -87.7499134565284)"
1/25/2018,Completed,1/26/2018,18-00484965,Street Lights - All/Out,1727 N MOZART ST,60647,1157149.23,1911581.996,1,14,24,41.91314996,-87.69810096,"(41.91314995576378, -87.69810096038677)"
1/22/2018,Completed,1/26/2018,18-00403227,Street Lights - All/Out,4700 W IRVING PARK RD,60641,1144125.7,1926173.579,45,17,15,41.95344537,-87.74557943,"(41.953445373395446, -87.74557942780993)"
1/22/2018,Completed,1/26/2018,18-00403574,Street Lights - All/Out,4240 N CUMBERLAND AVE,60634,1119338.274,1927098.06,38,16,76,41.95641259,-87.83668258,"(41.95641259300039, -87.8366825821025)"
1/22/2018,Completed,1/26/2018,18-00403814,Street Lights - All/Out,3400 W 31ST ST,60623,1154189.611,1883862.81,22,10,30,41.83714523,-87.70971388,"(41.837145230631904, -87.70971387654471)"
1/22/2018,Completed,1/26/2018,18-00404537,Street Lights - All/Out,2500 S ALBANY AVE,60623,1156093.124,1887236.489,12,10,30,41.84636487,-87.70263814,"(41.846364867790506, -87.70263814039413)"
1/22/2018,Completed,1/26/2018,18-00416632,Street Lights - All/Out,6300 S INGLESIDE AVE,60637,1183808.4,1863439.6,20,3,42,41.78046089,-87.60166911,"(41.780460887065495, -87.6016691089854)"
1/23/2018,Completed - Dup,1/26/2018,18-00428212,Street Lights - All/Out,440 S JEFFERSON ST,60607,1172400.976,1898090.101,25,1,28,41.87580376,-87.64246888,"(41.8758037589237, -87.64246888027606)"
1/23/2018,Completed,1/26/2018,18-00427027,Street Lights - All/Out,3600 N PARIS AVE,60634,1121100.163,1922923.417,38,16,17,41.94492864,-87.83029533,"(41.9449286447122, -87.8302953314937)"
1/23/2018,Completed,1/26/2018,18-00428013,Street Lights - All/Out,5200 N SHERIDAN RD,60640,1168700.174,1934718.873,48,20,77,41.97639593,-87.65499286,"(41.97639592786645, -87.65499285685469)"
1/23/2018,Completed,1/26/2018,18-00429097,Street Lights - All/Out,1700 W 33RD ST,60608,1165553.969,1882853.279,12,9,59,41.83414099,-87.66804194,"(41.83414099414632, -87.66804193996303)"
1/23/2018,Completed,1/26/2018,18-00429449,Street Lights - All/Out,1216 W 31ST PL,60608,1168722.339,1883920.266,11,9,60,41.83700098,-87.65638559,"(41.83700098131441, -87.65638559029901)"
1/23/2018,Completed,1/26/2018,18-00429514,Street Lights - All/Out,1250 W 50TH ST,60609,1168747.81,1871621.083,20,9,61,41.80325021,-87.65664755,"(41.80325021046466, -87.65664755050706)"
1/23/2018,Completed,1/26/2018,18-00429537,Street Lights - All/Out,5018 S RACINE AVE,60609,1169171.438,1871511.839,20,9,61,41.80294127,-87.65509707,"(41.8029412706431, -87.65509706893766)"
1/23/2018,Completed,1/26/2018,18-00429872,Street Lights - All/Out,8200 S PERRY AVE,60620,1177034.63,1850618.697,21,6,44,41.74543436,-87.62688874,"(41.74543436019337, -87.62688874104049)"
1/23/2018,Completed,1/26/2018,18-00432564,Street Lights - All/Out,3752 W 56TH ST,60629,1152310.459,1867211.223,23,8,62,41.79148821,-87.71704753,"(41.791488207130065, -87.71704752821901)"
1/23/2018,Completed,1/26/2018,18-00442565,Street Lights - All/Out,3108 N NEVA AVE,60634,1127913.403,1919914.216,29,25,18,41.93655858,-87.80532015,"(41.93655858099806, -87.8053201469032)"
1/23/2018,Completed,1/26/2018,18-00444076,Street Lights - All/Out,1599 N LUNA AVE,60651,1139043.25,1910084.671,37,25,25,41.90938984,-87.76465552,"(41.909389839335844, -87.76465551849134)"
1/24/2018,Completed - Dup,1/26/2018,18-00449642,Street Lights - All/Out,5333 N SHERIDAN RD,60640,1168674.965,1935728.95,48,20,77,41.97916815,-87.65505615,"(41.97916815275826, -87.65505615149036)"
1/24/2018,Completed - Dup,1/26/2018,18-00449846,Street Lights - All/Out,3128 N NOTTINGHAM AVE,60634,1128286.947,1920039.72,29,25,18,41.93689666,-87.80394445,"(41.93689665741857, -87.80394445063351)"
1/24/2018,Completed,1/26/2018,18-00449597,Street Lights - All/Out,3200 W EASTWOOD AVE,60625,1154210.546,1930668.503,33,17,14,41.96558396,-87.70838589,"(41.965583958087485, -87.7083858864825)"
1/24/2018,Completed,1/26/2018,18-00449652,Street Lights - All/Out,842 W BELLE PLAINE AVE,60613,1169912.813,1927716.04,46,19,3,41.95715351,-87.65073869,"(41.95715351279685, -87.6507386859581)"
1/24/2018,Completed,1/26/2018,18-00451419,Street Lights - All/Out,932 W GARFIELD BLVD,60609,1171025.853,1868365.119,20,9,61,41.79426597,-87.64838805,"(41.794265973530386, -87.64838805425332)"
1/24/2018,Completed,1/26/2018,18-00451736,Street Lights - All/Out,1118 N LARAMIE AVE,60651,1141491.097,1906952.662,37,15,25,41.90075036,-87.75574055,"(41.9007503628551, -87.75574055456056)"
1/24/2018,Completed,1/26/2018,18-00452557,Street Lights - All/Out,907 E 63RD ST,60637,1183590.76,1863434.649,20,3,42,41.78045238,-87.60246716,"(41.780452379543725, -87.60246715968569)"
1/24/2018,Completed,1/26/2018,18-00456726,Street Lights - All/Out,19 S ASHLAND AVE,60607,1165762.821,1899872.724,28,12,28,41.88083945,-87.66679082,"(41.88083945260774, -87.6667908181396)"
1/24/2018,Completed,1/26/2018,18-00456850,Street Lights - All/Out,1500 W MADISON ST,60607,1166407.077,1900114.26,27,12,28,41.88148849,-87.66441826,"(41.88148849379969, -87.66441825556252)"
1/24/2018,Completed,1/26/2018,18-00463179,Street Lights - All/Out,2932 N FAIRFIELD AVE,60618,1157536.25,1919364.358,33,14,21,41.93449747,-87.69646679,"(41.93449746562588, -87.69646679082291)"
1/24/2018,Completed,1/26/2018,18-00463819,Street Lights - All/Out,2934 W CHASE AVE,60645,1155583.62,1948255.038,50,24,2,42.01381464,-87.70286134,"(42.01381464254316, -87.70286133540971)"
1/24/2018,Completed,1/26/2018,18-00465832,Street Lights - All/Out,9927 S SANGAMON ST,60643,1171733.61,1838997.905,34,22,73,41.71366306,-87.64665226,"(41.71366305820068, -87.64665225724855)"
1/24/2018,Completed,1/26/2018,18-00467357,Street Lights - All/Out,232 W 97TH ST,60628,1176326.413,1840616.989,21,5,49,41.7180043,-87.62978332,"(41.71800430378013, -87.62978332047109)"
1/9/2018,Completed,1/26/2018,18-00143242,Street Lights - All/Out,4310 S GREENWOOD AVE,60653,1184311.061,1876653.694,4,2,39,41.81670966,-87.59941267,"(41.8167096593798, -87.59941266559744)"
1/11/2018,Completed,1/26/2018,18-00187267,Street Lights - All/Out,262 E WACKER DR,60601,1178129.746,1902553.131,42,1,32,41.88792209,-87.62129921,"(41.887922085352706, -87.62129921349914)"
1/12/2018,Completed,1/26/2018,18-00209456,Street Lights - All/Out,4500 S GREENWOOD AVE,60653,1184341.894,1875394.954,4,2,39,41.81325486,-87.599339,"(41.81325486324818, -87.59933900437348)"
1/12/2018,Completed,1/26/2018,18-00221659,Street Lights - All/Out,1210 E MIDWAY PLAISANCE,60637,1185280.815,1865921.236,5,2,41,41.7872362,-87.59619305,"(41.78723620101047, -87.59619305489456)"
1/19/2018,Completed,1/26/2018,18-00362953,Street Lights - All/Out,4852 N DRAKE AVE,60625,1151842.117,1932012.457,33,17,14,41.96931893,-87.7170586,"(41.96931893085875, -87.7170585990942)"
1/25/2018,Completed,1/27/2018,18-00484865,Street Lights - All/Out,2000 N KENMORE AVE,60614,1168981.41,1913472.35,43,18,7,41.91808849,-87.65457738,"(41.91808849252564, -87.6545773803078)"
1/26/2018,Completed,1/27/2018,18-00494947,Street Lights - All/Out,1999 W CORTLAND ST,60622,1162726.782,1912641.59,32,14,22,41.91594237,-87.67758053,"(41.91594236977678, -87.67758052916155)"
1/26/2018,Completed,1/27/2018,18-00497820,Street Lights - All/Out,1500 W 76TH ST,60620,1167435.31,1854332.506,17,6,71,41.75583645,-87.66195615,"(41.75583644571218, -87.66195614619748)"
1/21/2018,Completed,1/27/2018,18-00397066,Street Lights - All/Out,8000 S PRAIRIE AVE,60619,1179420.514,1852023.553,6,6,44,41.74923536,-87.61810372,"(41.74923536260573, -87.61810371738613)"
1/23/2018,Completed,1/27/2018,18-00426963,Street Lights - All/Out,1700 N DAMEN AVE,60647,1162757.125,1911317.161,32,14,24,41.91230741,-87.67750626,"(41.91230740652098, -87.67750625945382)"
1/23/2018,Completed,1/27/2018,18-00429866,Street Lights - All/Out,3900 S WELLS ST,60609,1175258.45,1879100.286,3,9,37,41.8236307,-87.63254637,"(41.82363069617797, -87.63254636969538)"
1/13/2018,Completed,1/27/2018,18-00244959,Street Lights - All/Out,8042 S NORMAL AVE,60620,1174360.492,1851584.887,17,6,44,41.74814553,-87.63665855,"(41.74814553329715, -87.63665855068419)"
1/16/2018,Completed,1/27/2018,18-00306172,Street Lights - All/Out,1938 S SANGAMON ST,60608,1170438.959,1890801.81,25,12,31,41.85584724,-87.64988568,"(41.855847236491854, -87.64988567978757)"
1/28/2018,Completed,1/28/2018,18-00510891,Street Lights - All/Out,11359 S WESTERN AVE,60643,1162433,1829033.97,19,22,75,41.68651879,-87.68099107,"(41.686518787459285, -87.68099106882326)"
1/22/2018,Completed - Dup,1/28/2018,18-00403796,Street Lights - All/Out,5500 W NORTH AVE,60639,1139456.65,1910093.793,37,25,25,41.90940734,-87.76313662,"(41.9094073402728, -87.76313662348662)"
1/23/2018,Completed,1/28/2018,18-00424500,Street Lights - All/Out,2929 W WILCOX ST,60612,1156882.582,1899214.143,27,11,27,41.87921687,-87.69941629,"(41.879216871266706, -87.69941628542279)"
1/25/2018,Completed,1/28/2018,18-00475115,Street Lights - All/Out,2800 W DIVISION ST,60622,1157509.365,1907858.634,26,14,24,41.90292541,-87.6968794,"(41.902925414835956, -87.69687939791712)"
1/27/2018,Completed,1/29/2018,18-00505856,Street Lights - All/Out,5722 W AINSLIE ST,60630,1137223.22,1931997.981,45,16,11,41.96955518,-87.77081337,"(41.969555177632174, -87.77081337162595)"
1/27/2018,Completed,1/29/2018,18-00506145,Street Lights - All/Out,5500 S UNION AVE,60621,1172572.664,1868276.297,20,7,68,41.79398828,-87.64271859,"(41.79398827750006, -87.64271859438117)"
1/27/2018,Completed,1/29/2018,18-00506150,Street Lights - All/Out,600 S CICERO AVE,60644,1144484.468,1896911.536,29,15,25,41.8731405,-87.74499844,"(41.873140503368184, -87.74499844282008)"
1/27/2018,Completed,1/29/2018,18-00506809,Street Lights - All/Out,6347 W BELMONT AVE,60634,1133518.484,1920597.438,36,25,19,41.93833684,-87.78470434,"(41.93833683994909, -87.78470434337932)"
1/27/2018,Completed,1/29/2018,18-00507018,Street Lights - All/Out,8200 S JEFFERY BLVD,60617,1190950.17,1850998.528,8,4,46,41.74615184,-87.5758882,"(41.746151836185724, -87.57588820242684)"
1/27/2018,Completed,1/29/2018,18-00507032,Street Lights - All/Out,8100 S JEFFERY BLVD,60617,1190936.236,1851660.924,8,4,46,41.74796985,-87.5759179,"(41.74796984643695, -87.57591789609658)"
1/27/2018,Completed,1/29/2018,18-00509141,Street Lights - All/Out,1737 N RICHMOND ST,60647,1156539.858,1911677.207,1,14,24,41.91342358,-87.70033708,"(41.91342358491821, -87.70033708249893)"
1/27/2018,Completed,1/29/2018,18-00509180,Street Lights - All/Out,2343 W JACKSON BLVD,60612,1160828.235,1898641.412,27,12,28,41.87756436,-87.68494438,"(41.87756435910843, -87.68494438496327)"
1/27/2018,Completed,1/29/2018,18-00509184,Street Lights - All/Out,2257 E 96TH ST,60617,1193012.719,1841966.513,7,4,51,41.7213171,-87.56862476,"(41.72131709637957, -87.56862475986664)"
1/27/2018,Completed,1/29/2018,18-00509279,Street Lights - All/Out,510 E 82ND ST,60619,1181107.81,1850743.636,6,6,44,41.74568447,-87.61196017,"(41.74568447167645, -87.61196017448047)"
1/27/2018,Completed,1/29/2018,18-00509437,Street Lights - All/Out,3600 W 84TH PL,60652,1153833.544,1848312.49,18,8,70,41.73959698,-87.71196323,"(41.73959698347041, -87.71196322637941)"
1/27/2018,Completed,1/29/2018,18-00509795,Street Lights - All/Out,4203 N BERNARD ST,60618,1152636.642,1927723.303,35,17,16,41.95753349,-87.71425106,"(41.957533489821905, -87.71425106377183)"
1/27/2018,Completed,1/29/2018,18-00510238,Street Lights - All/Out,3315 W DICKENS AVE,60647,1153744.548,1913756.554,26,14,22,41.91918564,-87.71055104,"(41.919185643828996, -87.71055104433611)"
1/28/2018,Completed - Dup,1/29/2018,18-00514245,Street Lights - All/Out,11600 S BELL AVE,60643,1163446.32,1827804.74,19,22,75,41.68312444,-87.67731572,"(41.68312444373318, -87.67731572438073)"
1/28/2018,Completed,1/29/2018,18-00510477,Street Lights - All/Out,6654 S PULASKI RD,60629,1150849.51,1860085.81,13,8,65,41.77196357,-87.72259018,"(41.77196357029512, -87.7225901795962)"
1/28/2018,Completed,1/29/2018,18-00510487,Street Lights - All/Out,7643 S LAWNDALE AVE,60652,1153177.211,1853493.96,18,8,70,41.75382879,-87.71423136,"(41.75382879283772, -87.71423136433182)"
1/28/2018,Completed,1/29/2018,18-00510764,Street Lights - All/Out,1537 E 55TH ST,60615,1187434.701,1868838.774,5,2,41,41.7951912,-87.58820311,"(41.7951912015217, -87.5882031057882)"
1/28/2018,Completed,1/29/2018,18-00511661,Street Lights - All/Out,1410 E 48TH ST,60615,1186409.149,1873460.366,4,2,39,41.80789752,-87.59181756,"(41.80789751960851, -87.59181756088691)"
1/28/2018,Completed,1/29/2018,18-00512132,Street Lights - All/Out,5500 S ALBANY AVE,60629,1156648.98,1867997.619,14,8,63,41.79355974,-87.70111768,"(41.79355974297016, -87.70111767742858)"
1/28/2018,Completed,1/29/2018,18-00512372,Street Lights - All/Out,1425 E 69TH PL,60637,1186995.286,1859197.769,5,3,43,41.76874594,-87.59011999,"(41.76874593717118, -87.59011999176568)"
1/28/2018,Completed,1/29/2018,18-00513726,Street Lights - All/Out,2236 N LAPORTE AVE,60639,1143026.738,1914418.001,36,25,19,41.92120755,-87.74991346,"(41.92120755440746, -87.7499134565284)"
1/28/2018,Completed,1/29/2018,18-00513834,Street Lights - All/Out,6200 N LEROY AVE,60646,1140566.477,1940702.945,39,16,12,41.99338139,-87.75830511,"(41.99338139269578, -87.75830510513065)"
1/28/2018,Completed,1/29/2018,18-00514048,Street Lights - All/Out,11500 S BELL AVE,60643,1163521.442,1828182.266,19,22,75,41.68415887,-87.6770302,"(41.684158871931245, -87.67703019742477)"
1/29/2018,Completed - Dup,1/29/2018,18-00516046,Street Lights - All/Out,3000 N LARAMIE AVE,60641,1141184.837,1919450.714,31,25,19,41.93505203,-87.75655674,"(41.93505202560301, -87.75655673947668)"
1/29/2018,Completed - Dup,1/29/2018,18-00516058,Street Lights - All/Out,3100 N LARAMIE AVE,60641,1141161.939,1920115.255,30,25,19,41.93687602,-87.75662446,"(41.93687601534065, -87.75662446175963)"
1/29/2018,Completed - Dup,1/29/2018,18-00516358,Street Lights - All/Out,6247 N LEROY AVE,60646,1140732.277,1940975.145,39,16,12,41.99412527,-87.75768849,"(41.99412527258429, -87.75768848976104)"
1/29/2018,Completed,1/29/2018,18-00517568,Street Lights - All/Out,3900 W 61ST ST,60629,1151417.217,1863868.974,23,8,65,41.78233409,-87.72041027,"(41.78233408697506, -87.72041027394077)"
1/29/2018,Completed,1/29/2018,18-00518962,Street Lights - All/Out,1401 N KEDZIE AVE,60651,1154770.775,1909142.886,26,14,24,41.90650483,-87.70690435,"(41.90650483218004, -87.70690434818823)"
1/25/2018,Completed,1/29/2018,18-00472782,Street Lights - All/Out,2834 E 93RD ST,60617,1196646.49,1843840.481,7,4,48,41.72637008,-87.5552532,"(41.72637008108284, -87.55525320420018)"
1/25/2018,Completed,1/29/2018,18-00472990,Street Lights - All/Out,11300 S WENTWORTH AVE,60628,1176954.829,1830013.825,34,5,49,41.6888936,-87.62779984,"(41.688893601688655, -87.62779984306492)"
1/25/2018,Completed,1/29/2018,18-00473748,Street Lights - All/Out,2459 S ALBANY AVE,60623,1156084.924,1887502.289,12,10,30,41.84709442,-87.70266107,"(41.84709441887051, -87.70266107048586)"
1/25/2018,Completed,1/29/2018,18-00475135,Street Lights - All/Out,2100 W 47TH ST,60609,1163151.46,1873491.713,12,9,61,41.80850252,-87.67711968,"(41.80850251607375, -87.67711968073843)"
1/25/2018,Completed,1/29/2018,18-00475201,Street Lights - All/Out,9400 S ADA ST,60620,1168979.22,1842421.102,21,22,73,41.72311667,-87.65664132,"(41.723116667156944, -87.65664131617491)"
1/25/2018,Completed,1/29/2018,18-00477216,Street Lights - All/Out,1120 W 32ND ST,60608,1169287.673,1883605.218,11,9,60,41.83612422,-87.65432029,"(41.83612421726651, -87.65432029471529)"
1/25/2018,Completed,1/29/2018,18-00482370,Street Lights - All/Out,9611 S CLAREMONT AVE,60643,1162402.662,1840846.67,19,22,72,41.71893551,-87.68077446,"(41.71893550511031, -87.68077445761372)"
1/25/2018,Completed,1/29/2018,18-00484083,Street Lights - All/Out,2933 W WALTON ST,60622,1156536.955,1906069.427,26,12,24,41.89803541,-87.70049973,"(41.89803541407945, -87.70049973430982)"
1/25/2018,Completed,1/29/2018,18-00488519,Street Lights - All/Out,5837 W 63RD ST,60638,1138466.51,1862176.295,13,8,64,41.77793258,-87.76793287,"(41.77793258358951, -87.76793286706939)"
1/25/2018,Completed,1/29/2018,18-00490824,Street Lights - All/Out,3810 W 56TH ST,60629,1151926.159,1867200.723,23,8,62,41.79146694,-87.71845697,"(41.79146694459738, -87.71845697188694)"
1/25/2018,Completed,1/29/2018,18-00491529,Street Lights - All/Out,6945 W WRIGHTWOOD AVE,60707,1129539.172,1916513.691,36,25,18,41.92719949,-87.79942295,"(41.927199494643375, -87.79942295197209)"
1/25/2018,Completed,1/29/2018,18-00491630,Street Lights - All/Out,2211 W ROSCOE ST,60618,1160977.603,1922544.075,32,19,5,41.94315196,-87.68373126,"(41.94315195690555, -87.68373125956303)"
1/25/2018,Completed,1/29/2018,18-00491635,Street Lights - All/Out,3408 N BELL AVE,60618,1160763.318,1922592.463,32,19,5,41.94328919,-87.68451752,"(41.94328919016901, -87.68451751928963)"
1/26/2018,Completed - Dup,1/29/2018,18-00495012,Street Lights - All/Out,3200 N LARAMIE AVE,60641,1141139.744,1920779.85,31,16,15,41.93870014,-87.7566896,"(41.93870013915261, -87.75668960431479)"
1/26/2018,Completed,1/29/2018,18-00491943,Street Lights - All/Out,6300 S CENTRAL AVE,60638,1140162.217,1862231.499,13,8,64,41.77805331,-87.76171489,"(41.77805330895573, -87.76171488691016)"
1/26/2018,Completed,1/29/2018,18-00494418,Street Lights - All/Out,38 W 100TH ST,60628,1177665.411,1838662.146,9,5,49,41.71260982,-87.62493802,"(41.71260981824998, -87.62493802186985)"
1/26/2018,Completed,1/29/2018,18-00494699,Street Lights - All/Out,55 E GARFIELD BLVD,60637,1177736.118,1868447.306,20,2,40,41.79434216,-87.62377944,"(41.79434215584245, -87.62377943884267)"
1/26/2018,Completed,1/29/2018,18-00494753,Street Lights - All/Out,10700 S VERNON AVE,60628,1181141.074,1834105.872,9,5,49,41.70002763,-87.61234887,"(41.700027631240374, -87.61234886927397)"
1/26/2018,Completed,1/29/2018,18-00494957,Street Lights - All/Out,3829 N WAYNE AVE,60613,1166614.285,1925611.294,44,19,6,41.95144946,-87.66292554,"(41.95144945794051, -87.66292553766117)"
1/26/2018,Completed,1/29/2018,18-00496498,Street Lights - All/Out,843 N LAWLER AVE,60651,1142535.47,1905136.586,37,15,25,41.89574748,-87.75194966,"(41.89574747995689, -87.75194965746509)"
1/26/2018,Completed,1/29/2018,18-00496974,Street Lights - All/Out,6346 S ST LOUIS AVE,60629,1154164.649,1862214.423,23,8,66,41.77773957,-87.71038125,"(41.77773956650977, -87.71038125358744)"
1/26/2018,Completed,1/29/2018,18-00497354,Street Lights - All/Out,1001 N LECLAIRE AVE,60651,1142176.997,1906183.072,37,15,25,41.89862582,-87.75324028,"(41.898625820014054, -87.75324027827307)"
1/26/2018,Completed,1/29/2018,18-00497904,Street Lights - All/Out,4935 S KOMENSKY AVE,60632,1150197.729,1871590.425,14,8,57,41.80354669,-87.72468089,"(41.80354669271682, -87.72468088718523)"
1/26/2018,Completed,1/29/2018,18-00498034,Street Lights - All/Out,4633 S LECLAIRE AVE,60638,1143138.456,1873434.653,22,8,56,41.80874181,-87.75052525,"(41.80874180801135, -87.75052525346044)"
1/26/2018,Completed,1/29/2018,18-00502954,Street Lights - All/Out,2500 N PULASKI RD,60639,1149297.781,1916324.97,31,25,22,41.92632106,-87.72682238,"(41.92632106381547, -87.72682238216774)"
1/26/2018,Completed,1/29/2018,18-00504498,Street Lights - All/Out,6600 S ST LOUIS AVE,60629,1154203.975,1860631.534,23,8,66,41.77339509,-87.71027912,"(41.77339509349245, -87.71027912479528)"
1/23/2018,Completed - Dup,1/29/2018,18-00433012,Street Lights - All/Out,1401 N KEDZIE AVE,60651,1154770.775,1909142.886,26,14,24,41.90650483,-87.70690435,"(41.90650483218004, -87.70690434818823)"
1/23/2018,Completed,1/29/2018,18-00427977,Street Lights - All/Out,1400 W HARRISON ST,60607,1167143.992,1897465.161,28,12,28,41.87420337,-87.66178846,"(41.874203365016704, -87.66178845730956)"
1/23/2018,Completed,1/29/2018,18-00427983,Street Lights - All/Out,1500 S LOOMIS ST,60608,1167280.754,1892848.813,28,12,28,41.86153279,-87.661419,"(41.86153278888419, -87.66141899502094)"
1/23/2018,Completed,1/29/2018,18-00432683,Street Lights - All/Out,1736 W PIERCE AVE,60622,1164535.581,1910425.29,2,14,24,41.90982255,-87.67099801,"(41.90982255169154, -87.67099801263073)"
1/23/2018,Completed,1/29/2018,18-00432933,Street Lights - All/Out,3300 W BEACH AVE,60651,1154094.694,1909445.992,26,14,23,41.9073501,-87.70937977,"(41.90735010388717, -87.70937977455146)"
1/24/2018,Completed,1/29/2018,18-00449957,Street Lights - All/Out,2916 N LARAMIE AVE,60641,1141201.947,1918969.011,31,25,19,41.93372987,-87.75650577,"(41.93372986717824, -87.75650576978056)"
1/24/2018,Completed,1/29/2018,18-00450627,Street Lights - All/Out,3800 W 55TH ST,60632,1151975.218,1867860.177,23,8,62,41.79327562,-87.71825978,"(41.79327562223136, -87.7182597775638)"
1/24/2018,Completed,1/29/2018,18-00452276,Street Lights - All/Out,150 W 113TH ST,60628,1177524.374,1830028.206,34,5,49,41.68892025,-87.62571434,"(41.68892024556771, -87.62571433885157)"
1/24/2018,Completed,1/29/2018,18-00453271,Street Lights - All/Out,3121 S WESTERN AVE,60608,1160861.645,1883777.602,25,9,31,41.83677588,-87.68523367,"(41.83677587507374, -87.68523366596881)"
1/24/2018,Completed,1/29/2018,18-00454526,Street Lights - All/Out,4201 N LINCOLN AVE,60618,1161596.029,1927885.36,47,19,5,41.95779585,-87.68130889,"(41.957795848140435, -87.6813088857193)"
1/24/2018,Completed,1/29/2018,18-00463115,Street Lights - All/Out,5747 W BELMONT AVE,60634,1137398.59,1920690.33,30,25,19,41.93852272,-87.77044162,"(41.938522719258806, -87.77044161885959)"
1/25/2018,Completed - Dup,1/29/2018,18-00479992,Street Lights - All/Out,1411 N WELLS ST,60610,1174446.102,1909778.459,27,18,8,41.90783185,-87.63461052,"(41.907831848442775, -87.63461052313278)"
1/25/2018,Completed - Dup,1/29/2018,18-00483550,Street Lights - All/Out,2801 W 45TH ST,60632,1158443.537,1874698.915,15,9,58,41.81191258,-87.69435445,"(41.81191257963083, -87.69435445145083)"
1/25/2018,Completed,1/29/2018,18-00469417,Street Lights - All/Out,2200 S RIDGEWAY AVE,60623,1151715.667,1889121.11,22,10,30,41.85162359,-87.71865378,"(41.85162359230884, -87.71865378437788)"
1/25/2018,Completed,1/29/2018,18-00471172,Street Lights - All/Out,3106 W 104TH ST,60655,1157422.786,1835504.005,19,22,74,41.70437641,-87.69915837,"(41.704376413281146, -87.6991583739748)"
1/25/2018,Completed,1/29/2018,18-00471526,Street Lights - All/Out,2115 N MARMORA AVE,60639,1136726.65,1913306.736,36,25,19,41.9182734,-87.7730885,"(41.918273397455344, -87.77308850477812)"
1/25/2018,Completed,1/29/2018,18-00471530,Street Lights - All/Out,3000 N CICERO AVE,60641,1143855.343,1919515.838,31,25,19,41.93518101,-87.74674079,"(41.9351810123218, -87.74674078599769)"
1/25/2018,Completed,1/29/2018,18-00471617,Street Lights - All/Out,206 N ST LOUIS AVE,60624,1153014.26,1901278.168,28,11,27,41.8849583,-87.71356545,"(41.88495829709292, -87.71356544895161)"
1/25/2018,Completed,1/29/2018,18-00471619,Street Lights - All/Out,3900 S CICERO AVE,60638,1145011.521,1878283.8,22,10,56,41.82201354,-87.74353306,"(41.82201354026214, -87.74353306134381)"
1/25/2018,Completed,1/29/2018,18-00471621,Street Lights - All/Out,2100 S DRAKE AVE,60623,1153068.333,1889811.801,24,10,29,41.85349225,-87.71367084,"(41.853492250175925, -87.71367083829203)"
1/25/2018,Completed,1/29/2018,18-00471624,Street Lights - All/Out,900 N CAMPBELL AVE,60622,1159573.449,1905909.571,26,12,24,41.89753475,-87.68935136,"(41.89753475206704, -87.68935135888057)"
1/8/2018,Completed,1/29/2018,18-00120153,Street Lights - All/Out,6223 S KOLIN AVE,60629,1148440.966,1862981.239,23,8,65,41.7799557,-87.73134498,"(41.77995569976961, -87.73134497683505)"
1/11/2018,Completed,1/29/2018,18-00200892,Street Lights - All/Out,1500 N WELLS ST,60610,1174432.125,1910261.595,27,18,8,41.90915791,-87.63464741,"(41.90915790872623, -87.6346474135091)"
1/12/2018,Completed,1/29/2018,18-00209684,Street Lights - All/Out,1426 W CORTLAND ST,60614,1166385.234,1913045.033,2,18,7,41.9169719,-87.66412809,"(41.916971897072905, -87.66412808997183)"
1/16/2018,Completed,1/29/2018,18-00287779,Street Lights - All/Out,220 N HARBOR DR,60601,1179638.432,1902162.465,42,1,32,41.88681559,-87.6157709,"(41.886815594778135, -87.61577089742802)"
1/16/2018,Completed,1/29/2018,18-00289480,Street Lights - All/Out,5900 S INDIANA AVE,60637,1178608.004,1865940.979,20,2,40,41.78744476,-87.62065848,"(41.787444761960316, -87.62065847860312)"
1/16/2018,Completed,1/29/2018,18-00292469,Street Lights - All/Out,5748 S MORGAN ST,60621,1170625.956,1866702.769,16,7,68,41.78971303,-87.64990292,"(41.78971303324437, -87.64990291727005)"
1/17/2018,Completed,1/29/2018,18-00315158,Street Lights - All/Out,3931 W 67TH PL,60629,1151323.003,1859551.393,13,8,65,41.7704878,-87.72086843,"(41.77048780462366, -87.72086843053567)"
